Site,EAP Acc#,Provenience (field number),ID Catalog# (cat#=element or portion),Specimen Catalog# (cat#=organism),Cantryll Test# (test#=analyst sample number),Period,Date,ID,Element,Side,Description completeness,Age (modern only),Fusion,Cantryll notes,Scapula HS,Scapula DHA,Scapula Ld,Scapula SLC,Scapula ASG,Scapula GLP,Scapula LG,Scapula BG,Humerus GLC,Humerus GL,Humerus Bp,Humerus Dp,Humerus SD,Humerus Bd,Humerus Dd,Humerus BT,Humerus HT,Humerus HTC,Radius GL,Radius Bp,Radius Dp,Radius BFp,Radius SD,Radius Bd,Radius Dd,Ulna GL,Ulna LO,Ulna DPA,Ulna SDO,Metacarpal GL,Metacarpal Bp,Metacarpal Dp,Metacarpal SDt,Metacarpal SDs,Metacarpal Bd,Metacarpal Dd,Metacarpal BFd,Pelvis LAR,Pelvis LAR,Femur GL,Femur GLC,Femur Dp,Femur Bp,Femur SD,Femur Bd,Femur Dd,Tibia GL,Tibia Bp,Tibia Dp,Tibia SD,Tibia Bd,Tibia Dd,Astragalus GLl,Astragalus GLm,Astragalus LLMc,Astraglus Bd,Astragalus Dl,Astragalus Dm,Astragalus Bp,Calcaneum GL,Calcaneum GB,Calcaneum GD,Calcaneum LB,Calcaneum LD,Metatarsal GL,Metatarsal Bp,Metatarsal Dp,Metatarsal SDt,Metatarsal SDs,Metatarsal Bd,Metatarsal Dd,Metatarsal BFd,Phalanx 1 GL,Phalanx 1 Bp,Phalanx 1 Dp,Phalanx 1 SDt,Phalanx 1 SDs,Phalanx 1 Bd,Phalanx 1 Dd,Phalanx 2 GL,Phalanx 2 Bp,Phalanx 2 Dp,Phalanx 2 SDt,Phalanx 2 SDs,Phalanx 2 Bd,Phalanx 2 Dd,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-11-12,1,n/a,326CQ,Early Classic,,Odocoileus virginianus,femur,L,distal .3,,fused,"326CQ femur Odocoileus v. distal 30% epiphysis is fused but clearly visible, cut-marks indicative of bone working.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.98,63.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-11-6,1,n/a,324CQ,Early Classic,,Odocoileus virginianus,humerus,L,distal .7,,fused,"324CQ humerus Odocoileus v. distal 70% almost entire shaft is intact.  Proximal end missing, medial surface of trochlea severely eroded.",,,,,,,,,,,,,18.05,,,,26.42,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-10-14,1,n/a,300CQ,Early Classic,,Odocoileus virginianus,metacarpal,L,distal .2,,fused,300CQ metacarpal Odocoileus v. distal 20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79,,25.56,14.85,26.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-9-2,3,n/a,301CQ,Early Classic,,Odocoileus virginianus,metacarpal,L,distal .6,,fused,301CQ metacarpal Odocoileus v. distal 60% gnaw marks on condyles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19,,27.68,16.7,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-14-10,43,n/a,305CQ,Early Classic,,Odocoileus virginianus,radius,L,proximal .3,,fused,305CQ radius Odocoileus v. proximal 30%.,,,,,,,,,,,,,,,,,,,,32.55,20.22,32.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-15-10,14,n/a,312CQ,Early Classic,,Odocoileus virginianus,radius,L,proximal .8,,fused,312CQ radius Odocoileus v. proximal 90% distal end of the bone is missing. possible gnaw marks?  ,,,,,,,,,,,,,,,,,,,,33.75,19.25,32.22,12.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-15-10,10,n/a,313CQ,Early Classic,,Odocoileus virginianus,radius,L,Proximal .5,,fused,313CQ radius Odocoileus v. proximal 50% erosion of articular lip.,,,,,,,,,,,,,,,,,,,,28.47,16.87,27.5,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,LQ1A-4-1,,n/a,315CQ,no date,,Odocoileus virginianus,radius,L,proximal .6,,fused,315CQ Radius Odocoileus v. proximal 60%Las Pacayas LQ1A-4-1 unclear if this is intrusive or a subset? Recorded can be discarded later.  ,,,,,,,,,,,,,,,,,,,,29.24,17.41,27.9,11.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-11-9,11,n/a,321CQ,Early Classic,,Odocoileus virginianus,radius,L,distal .5,,fused,,,,,,,,,,,,,,,,,,,,,,,,,29.19,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-11-7,2,n/a,322CQ,Early Classic,,Odocoileus virginianus,radius,L,almost complete,,fused,"322CQ radius Odocoileus v. almost complete, 4 fragments from the distal end have been refitted and glued into place, one or more fragments from the anterior surface are missing, Dd is suspect.",,,,,,,,,,,,,,,,,,,209,35.17,22.63,33.13,12.33,32.88,25.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-11-11,3,n/a,325CQ,Early Classic,,Odocoileus virginianus,radius,L,proximal .4,,fused,"325CQ radius Odocoileus v. proximal 40% SD not available, extensive bone remodeling on posterior surface, numerous cut-marks on posterior surface indicative of bone work.",,,,,,,,,,,,,,,,,,,,33.74,19.84,32.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-11-17,1,n/a,328CQ,Early Classic,,Odocoileus virginianus,scapula,L,distal .4,,fused,328CQ scapula Odocoileus v. distal 40% no species ID on tag. Scapula neck and glenoid only scapula neck is very short.,,,,21.03,,36.41,24.27,27.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-11-12,3,n/a,327CQ,Early Classic,,Artidactyla,2nd phalanx,R,complete,,fused,327CQ phalanx2 artidactyl complete tagged as artidactyl almost certainly Odocoileus v.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,12.01,16.45,,9.1,10.14,13.69,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-16-5,5,n/a,309CQ,Early Classic,,Odocoileus virginianus,2nd phalanx,R,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.74,13.32,18.49,,9.58,10.04,13.64,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-10-6,7,n/a,304CQ,Early Classic,,Odocoileus virginianus,acetabulum,R,,,fused,304CQ acetabulum Odocoileus v. beautiful preservation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.34,33.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-16-4,2,n/a,310CQ,Early Classic,,Odocoileus virginianus,acetabulum,R,,,fused,"310CQ acetabulum Odocoileus v. broken in half and refitted with glue, measurements should be valid.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.54,33.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-7-1,11,n/a,303CQ,Early Classic,,Odocoileus virginianus,astragalus,R,complete,,fused,303CQ astragalus Odocoileus v. complete large individual.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.87,37.58,33.01,25.87,20.64,22.69,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-11-9,1,n/a,320CQ,Early Classic,,Odocoileus virginianus,humerus,R,distal .6,,fused,,,,,,,,,,,,,,17.44,33.33,32.2,31.13,23.15,19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-14-2,2,n/a,306CQ,Early Classic,,Odocoileus virginianus,metacarpal,R,proximal .7,,fused,306CQ metacarpal Odocoileus v. proximal 70% broken in five fragments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.34,17.43,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-16-5,2,n/a,307CQ,Early Classic,,Odocoileus virginianus,metacarpal,R,complete,,fused,307CQ metacarpal Odocoileus v. complete minor erosion at distal end scattered gnawing marks.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.1,28.54,20.24,13.85,,26.77,18.2,27.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-13-4,4,n/a,316CQ,Early Classic,,Odocoileus virginianus,radius,R,proximal .6,,fused,316CQ radius Odocoileus v. proximal 60% post excavation erosion posterior edge of articulation.,,,,,,,,,,,,,,,,,,,,35.01,21.42,32.57,10.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-15-3,2,n/a,317CQ,Early Classic,,Odocoileus virginianus,radius,R,proximal .5,,fused,"317CQ radius Odocoileus v. proximal 50% large individual.  Pathology posterior proximal surface remodeled bone possible infections, medial surface-rodent gnawing",,,,,,,,,,,,,,,,,,,,37.52,22.48,33.52,13.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-11-7,1,n/a,323CQ,Early Classic,,Odocoileus virginianus,radius,R,almost complete,,fused,"323CQ radius Odocoileus v. almost complete, appears to have been broken in half and refitted with glue, lower portion of the ulna shaft has fused with the radius, older individual.  Extensive bone remodeling posterior proximal surface, some post excavation chipping of proximal lip.  ",,,,,,,,,,,,,,,,,,,202,36.95,22.5,33.34,12.86,33.12,23.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-10-13,6,n/a,302CQ,Early Classic,,Odocoileus virginianus,scapula,R,distal .4,,fused,302CQ scapula Odocoileus v. distal 40 scapular neck and glenoid.,,,,19.72,,,23.51,23.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-15-10,9,n/a,314CQ,Early Classic,,Odocoileus virginianus,ulna,R,proximal  .4,,fused,"314CQ ulna Odocoileus v. proximal 40% shaft broken, superior crest missing.",,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,34.98,32.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-11-10,1,n/a,318CQ,Early Classic,,Odocoileus virginianus,humerus,L,distal .1,,unfused,318CQ humerus Odocoileus v. distal 10% condyles only.,,,,,,,,,,,,,,,,34.85,26.95,20.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cueva de los Quetzales,EAP0635,CQ1-15-10,12,n/a,311CQ,Early Classic,,Odocoileus virginianus,metacarpal,L,proximal .9,,unfused,311CQ metacarpal Odocoileus v. proximal 90% distal condyles are unfused otherwise perfect preservation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.28,18.59,13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,715EB,,16th to 17th Century,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.27,13.75,16.93,10.53,,11.98,10.51,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,717EB,,16th to 17th Century,Odocoileus virginianus,2nd phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.43,12.61,17.33,,9.13,9.43,13.63,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,710EB,,16th to 17th Century,Odocoileus virginianus,acetabulum,L,,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37,29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,718EB,,16th to 17th Century,Odocoileus virginianus,astragalus,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,33.26,28.71,22.14,18.69,20.09,22.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,706EB,,16th to 17th Century,Odocoileus virginianus,metacarpal,L,proximal .4,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.94,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,708EB,,16th to 17th Century,Mazama sp.,metatarsal,L,proximal .8,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,19.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,707EB,,16th to 17th Century,Odocoileus virginianus,metatarsal,L,proximal .6,,fused,707EB metatarsal Odocoileus v. proximal 60%  significant trowel damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.31,24.9,,16.77,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,712EB,,16th to 17th Century,Odocoileus virginianus,radius,L,complete,,fused,,,,,,,,,,,,,,,,,,,,172.41,31.47,18.45,28.94,11.43,30.18,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,711EB,,16th to 17th Century,Odocoileus virginianus,scapula,L,distal .4,,fused,711EB scapula Odocoileus v. distal 40% glenoid and scapular neck.,,,,22.38,NA,39.43,26.41,27.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,713EB,,16th to 17th Century,Odocoileus virginianus,ulna,L,proximal .5,,fused,713EB ulna Odocoileus v. proximal 50% superior crest missing.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.62,30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,714EB,,16th to 17th Century,Odocoileus virginianus,ulna,L,proximal .5,,fused,"714EB ulna  Odocoileus v. proximal 60% posterior corner of superior crest broken and missing. Pathology deep groove superior to the lip of medial side, bone weathering is pronounced.  Notched on anterior edge of ulna shaft.",,,,,,,,,,,,,,,,,,,,,,,,,,,35.72,32.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,716EB,,16th to 17th Century,Odocoileus virginianus,1st phalanx,R,complete,,fused,"716EB phalanx1 Odocoileus v. complete, pathology: dense lump of woven bone on proximal inferior surface.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.02,13.1,15.48,9.32,,10.75,10.63,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-1:201795,,n/a,702EB,,16th to 17th Century,Odocoileus virginianus,astragalus,R,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,33.23,29.31,22.09,19.18,20.07,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-1:201795,,n/a,701EB,,16th to 17th Century,Odocoileus virginianus,calcaneum,R,complete,,fused,"701EB calcaneus Odocoileus v. complete, one of a pair possibly from the same individual, articular facets of the second specimen are broken leaving no viable measurements. At 82mm this seems to be a large individual.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.99,21.55,26.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,719EB,,16th to 17th Century,Odocoileus virginianus,calcaneum,R,complete,,fused,719EB calcaneus Odocoileus v. complete on (the gracile side).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.37,24.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2B:202695,,n/a,703EB,,16th to 17th Century,Odocoileus virginianus,femur,R,distal .5,,fused,"703EB femur Odocoileus v. [?] distal 50% suspiciously large individual, prominent muscle scars, medial condyle to degraded for Bd, gnawing marks probably dog.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,709EB,,16th to 17th Century,Odocoileus virginianus,femur,R,proximal .3,,fused,709EB femur Odocoileus v. proximal 30% epiphysis fused but clearly visible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.83,55.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2B:202695,,n/a,704EB,,16th to 17th Century,Odocoileus virginianus,humerus,R,proximal .7,,fused,"704EB humerus Odocoileus v. [?] Proximal 70% suspiciously large individual.  Humeral head and trochlea are unusually well preserved, no discernable gnawing marks.",,,,,,,,,,,58.52,47.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-2:201995,,n/a,705EB,,16th to 17th Century,Odocoileus virginianus,humerus,R,distal .7,,fused,"705EB humerus Odocoileus v. more normal size for this species.  Significant destruction of the trochlea, thinness of cortical bone suggests a younger animal, clear gnaw marks possibly by dogs, possible cut-marks.",,,,,,,,,,,,,17.97,,,33.38,23.31,19.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ek Balam,no Acc#,2-1-1:201795,,n/a,700EB,,16th to 17th Century,Odocoileus virginianus,metacarpal,R,proximal .9,,fused,700EB metacarpal Odocoileus v. proximal 90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.41,19.49,,13.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Kinel,EAP0697,EK 01A-1-1,,n/a,302SL,Terminal Classic (over LC structures),,Odocoileus virginianus,astragalus,L,,,,302SL astragalus Odocoileus v almost complete 80% listed as a talus all landmarks are present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.17,32.01,27.98,22.07,17.59,20.08,21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Kinel,EAP0697,EK 01D-13-1,,n/a,303SL,Terminal/Late Classic,,Odocoileus virginianus,humerus,L,,,,303SL humerus Odocoileus distal 25% medial surface of condyle is eroded no BT available.,,,,,,,,,,,,,,31.95,29.79,NA,23.49,18.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Kinel,EAP0697,EK 03B-1-4,,n/a,300SL,Late Classic,,Odocoileus virginianus,metatarsal,L,,,,"300SL metatarsal Odocoileus sp almost complete 95% broken into three pieces the posterior edge of the proximal surface is absent Dp unavailable Bp suspect, GL is a refit and suspect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,23.33,,16.01,,26.95,19.39,27,,,,,,,,,,,,,,,,,,,,,,
El Kinel,EAP0697,EK 01D-20-1,,n/a,305SL,Terminal/Late Classic,,Odocoileus virginianus,metatarsal,L,,,,305SL metatarsal Odocoileus v proximal 15% cut crosswise possible to create a bone tube of some kind.  Multiple cut marks on the posterior and medial surface.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.59,25.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Kinel,EAP0697,EK 01A-1-2,,n/a,301SL,Terminal Classic (over LC structures),,Odocoileus virginianus,tibia,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.01,25.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Kinel,EAP0697,EK 01D-5-7,,n/a,304SL,Terminal/Late Classic,,Odocoileus virginianus,1st phalanx,RL/LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.82,14.35,16.7,9.87,,12.09,10.22,,,,,,,,,,,,,,,
El Kinel,EAP0697,EK 01D-20-2,,n/a,306SL,Terminal/Late Classic,,Odocoileus virginianus,1st phalanx,RL/LM,,,,306SL phalanx1 Odocoileus v complete original sheet describes rodent gnawing (nothing detected but normal weathering by this researcher).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.17,12.59,16.33,8.63,,10.31,9.91,,,,,,,,,,,,,,,
El Kinel,EAP0697,EK 01D-20-2,,n/a,307SL,Terminal/Late Classic,,Odocoileus virginianus,1st phalanx,RL/LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.37,15.14,19.31,10.25,,12.11,11.03,,,,,,,,,,,,,,,
El Mirador,EAP0631,446-32-B-24-60-B,631.0275,n/a,212M,Late Pre-classic,,Odocoileus virginianus,humerus,L,distal 3/4,,large individual,212M humerus Odocoileus v. distal 10% condyles only.,,,,,,,,,,,,,,40.19,36.13,36.02,NA,19.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Mirador,EAP0631,446-32-B-24-60-B,631.0275,n/a,213M,Late Pre-classic,,Odocoileus virginianus,scapula,L,lateral 1/2,,large individual,"213M scapula Odocoileus v distal 40% neck and partial glenoid. Spine is too eroded for ASG, glenoid is broken LG and BG unavailable.",NA,,,22.69,,41.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Mirador,EAP0631,446-32-B-24-60-B,631.0275,n/a,214M,Late Pre-classic,,Odocoileus virginianus,scapula,R,lateral 1/4,,large individual,214M scapula Odocoileus v distal 10% partial glenoid.,NA,,,,,44.68,32.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Mirador,EAP0631,341-31-A-6-138-,631.0024,n/a,211M,Late Classic,,Odocoileus virginianus,metacarpal,R,proximal 3/4,,unfused,211M metacarpal Odocoileus v proximal 80% unfused Bd and Dd unavailable SD is suspect.  Smallest diameter on unfused metacarpals is consistently higher on the shaft than on fully fused specimens.  This is also true of Mazama metacarpals and metatarsals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.51,19.09,13.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Mirador,EAP0631,635-32-B-13-37-,631.0354,n/a,215M,Late Pre-classic,,Odocoileus virginianus,astragalus,L,whole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.39,36.45,33.19,23.05,21.7,23.33,24.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Mirador,EAP0631,636-32-B1-15-41-,631.0407,n/a,202M,Late Pre-classic,,Odocoileus virginianus,femur,L,proximal 1/2,,,202M femur Odocoileus sp. Proximal 30% Dp only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Mirador,EAP0631,345-17-A-6-122-2,631.0029,n/a,206M,Late Pre-classic mixed,,Odocoileus virginianus,proximal phalanx,L,whole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.13,13.95,17.78,11.19,,11.89,11.81,,,,,,,,,,,,,,,
