,references,scientificName,catalogNumber,collectionCode,organismID,sex,ageUnit,ageValue,lifeStage,country,stateProvince,locality,verbatimLocality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,maximumElevationInMeters,verbatimEventDate,materialSampleID,samplingProtocol,measurementMethod,reproductiveCondition,eventRemarks,measurementAccuracy,measurementDeterminedBy,trait,measurement
33,--,Odocoileus virginianus,Z2850,--,--,F,years,3.5,--,USA,Florida,Camp Blanding,Camp Blanding game area,29.9519,-81.9799,--,--,--,"Collection Date, December 31, 1979",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.",several weeks pregnant,--,unknown,collector/EAP staff,full body length,1625.6
34,--,Odocoileus virginianus,Z3590,--,--,M,years,--,"""young adult""",USA,Florida,Oklawaha River,"Hwy 40, 0.3 miles west of bridge over Oklawaha River westbound lane",29.21577,-81.98939,--,--,--,"Collection Date, October 29, 1981",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.",,"""epiphysis fused but impact caused break at epiphyseal union on one femur, antlers removed"" [note that Irv later put in other notes that all epiphyses were unfused and humerus not femur was broken, but fact that animal had antlers suggests post breeding age at least so Irv's notes might not apply to this individual]",unknown,collector/EAP staff,full body length,--
35,--,Odocoileus virginianus,Z3053,--,--,M,years,2019-01-02 00:00:00,--,USA,Florida,Lochloosa Wildlife Management,Lochloosa Wildlife Management,29.5677471,-82.1712091,--,--,--,"Collection Date, April 14, 1980",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.",,--,unknown,collector/EAP staff,full body length,--
36,--,Odocoileus virginianus,Z3711,--,--,F,years,--,adult,USA,Florida,Camp Blanding,Camp Blanding,29.9519,-81.9799,--,--,--,"Collection Date, February 1982",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.",,--,unknown,collector/EAP staff,full body length,--
37,--,Odocoileus virginianus,Z4567,--,--,F,years,--,adult,USA,Georgia,St. Catherines Island,St. Catherines Island,31.630556,-81.160139,--,--,--,"Collection Date, March 5, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","""pregnant (2 fetus) within two weeks of birth""",,unknown,collector/EAP staff,full body length,1463.04
38,UF Mammalogy,Odocoileus virginianus,Z4569,SCWDS 85-46,--,F,years,3,--,USA,Florida,Big Cypress,"Big Cypress, 50' west of dump on US 41",25.858889,-81.033889,--,--,--,"Collection Date, December 26, 1984",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","""pregnant, 1 female fetus 22 wks""",--,unknown,collector/EAP staff,full body length,1535
39,UF Mammalogy,Odocoileus virginianus,Z4570,SCWDS 85-49,--,F,years,1,--,USA,Florida,Big Cypress,"Big Cypress, Bear Island, Perochi grade north of black hole",26.166667,-81.25,--,--,--,"Collection Date, March 4, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","not pregnant, not lactating",--,unknown,collector/EAP staff,full body length,1200
40,--,Odocoileus virginianus,Z4571,SCWDS 85-50,--,M,years,3.5,--,USA,Florida,Big Cypress,"Big Cypress, Bear Island, off campground road",26.232307,-81.2659078,--,--,--,"Collection Date, March 4, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.",,--,unknown,collector/EAP staff,full body length,1630
41,--,Odocoileus virginianus,Z4572,SCWDS 85-51,--,F,years,2.5,--,USA,Florida,Big Cypress,"Big Cypress, Bear Island, East Hinson Marsh",26.1731427,-81.2597968,--,--,--,"Collection Date, March 5, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","""not preg, quiet ovaries, lactating, lots of milk, enlarged glands""",--,unknown,collector/EAP staff,full body length,1410
42,--,Odocoileus virginianus,Z4573,SCWDS 85-52,--,F,years,5,--,USA,Florida,Big Cypress,"Big Cypress, Bear Island E 1/2 mile - S.E. Hinsons Marsh",26.1731427,-81.2597968,--,--,--,"Collection Date, March 5, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","""non pregnant"" lactating",--,unknown,collector/EAP staff,full body length,--
