,individualID,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,datum,pointElevationInMeters,trait,measurement
1265,MVZ 207162,37.74069,-119.41023,0.10142000000000001,WGS84,2199.4368,body mass,
1266,MVZ 207163,37.74069,-119.41025,0.10142000000000001,WGS84,2199.4368,body mass,
1267,MVZ 207164,37.74051,-119.41345,0.10142000000000001,WGS84,2199.4368,body mass,
1268,MVZ 207166,37.75456,-119.74298,0.20142000000000002,WGS84,2012.8992,body mass,
1269,MVZ 207167,37.75456,-119.74298,0.20142000000000002,WGS84,2012.8992,body mass,
1270,MVZ 208499,37.90028,-119.12977,0.0,WGS84,2214.3720000000003,body mass,
1271,MVZ 2154,33.7633397,-116.664705,1.3716,NAD27,2438.4,body mass,
1272,MVZ 2155,33.7633397,-116.664705,1.3716,NAD27,2438.4,body mass,
1273,MVZ 216227,37.90028,-119.12977,0.0,WGS84,2214.3720000000003,body mass,
1274,MVZ 216228,37.75139,-119.79149,0.33,WGS84,1923.5928000000001,body mass,
1275,MVZ 216230,37.74899,-119.83861999999999,0.213,WGS84,508.4064,body mass,
1276,MVZ 216231,37.74899,-119.83861999999999,0.213,WGS84,508.4064,body mass,
1277,MVZ 21851,37.674352,-119.781173,0.6096,NAD27,609.6,body mass,
1278,MVZ 21852,37.674352,-119.781173,0.6096,NAD27,609.6,body mass,
1279,MVZ 21853,37.746327,-119.77586299999999,9.656,NAD27,1463.04,body mass,343
1280,MVZ 21854,37.52078,-120.43822,0.402,NAD27,60.96,body mass,450.6
1281,MVZ 2217,33.612232299999995,-116.630609,1.609,NAD27,2072.6400000000003,body mass,
1282,MVZ 22657,37.652399,-119.70271699999999,0.03,NAD27,1889.76,body mass,
1283,MVZ 22658,37.756856,-119.799191,1.219,NAD27,1920.24,body mass,795
1284,MVZ 22659,37.748057,-119.83516000000002,0.366,NAD27,1645.92,body mass,481.3
1285,MVZ 22660,37.756431,-119.582057,4.184,NAD27,2164.08,body mass,669
1286,MVZ 22661,37.67666,-119.580087,1.609,NAD27,2225.04,body mass,
1287,MVZ 22958,37.659263,-120.28745,1.158,NAD27,182.88,body mass,630
1288,MVZ 22959,37.74276,-120.15718000000001,3.347,NAD83,975.36,body mass,553.5
1289,MVZ 22960,37.736686,-119.59821200000002,6.437,NAD27,1219.2,body mass,
1290,MVZ 22961,37.74276,-120.15718000000001,3.347,NAD83,975.36,body mass,522
1291,MVZ 23272,37.739477,-119.397231,1.0668,NAD27,2286.0,body mass,720
1292,MVZ 23274,37.835881,-119.77732900000001,0.402,NAD27,1950.72,body mass,
1293,MVZ 2688,34.009370000000004,-117.2591,4.313,NAD27,,body mass,
1294,MVZ 2706,33.7912634,-116.67606200000002,1.609,NAD27,1493.52,body mass,
1295,MVZ 27501,36.571878000000005,-118.055553,0.03,NAD27,,body mass,
1296,MVZ 27503,36.826074,-118.214801,0.03,NAD27,1188.72,body mass,
1297,MVZ 27509,36.573161,-117.479799,1.609,NAD27,1920.24,body mass,439
1298,MVZ 27510,36.573161,-117.479799,1.609,NAD27,1920.24,body mass,656.5
1299,MVZ 27511,36.573161,-117.479799,1.609,NAD27,1920.24,body mass,480
1300,MVZ 27512,36.826074,-118.214801,0.03,NAD27,1188.72,body mass,
1301,MVZ 27514,36.58766,-117.465934,1.609,NAD27,1981.2,body mass,537.5
1302,MVZ 27515,36.58766,-117.465934,1.609,NAD27,1889.76,body mass,440
1303,MVZ 27872,37.872653799999995,-122.24106,0.80467,NAD27,,body mass,674.8
1304,MVZ 27929,37.8737229,-122.253169,0.152,NAD27,,body mass,641.1
1305,MVZ 27959,39.575337899999994,-120.34680300000001,0.1561,NAD27,1524.0,body mass,
1306,MVZ 28023,37.93022929999999,-122.019673,7.1599699999999995,NAD27,91.44,body mass,487.6
1307,MVZ 28024,37.93022929999999,-122.019673,7.1599699999999995,NAD27,91.44,body mass,517.2
1308,MVZ 28025,37.93022929999999,-122.019673,7.1599699999999995,NAD27,91.44,body mass,607.1
1309,MVZ 28658,35.9478,-117.9011,1.0,NAD27,944.88,body mass,
1310,MVZ 28663,35.905054,-119.278572,0.402,NAD27,,body mass,591
1311,MVZ 28665,36.7388,-119.9531,4.828,NAD27,,body mass,
1312,MVZ 29145,36.133317,-120.74753899999999,3.219,NAD27,449.58000000000004,body mass,565.6
1313,MVZ 29374,36.620269,-121.82224599999999,0.16089,NAD27,,body mass,
1314,MVZ 29375,36.60922,-121.83560700000001,0.80467,NAD27,,body mass,886.1
1315,MVZ 29898,41.73066,-122.64055,7.809,NAD27,,body mass,
1316,MVZ 29915,39.7662652,-121.78823899999999,7.093999999999999,NAD27,,body mass,
1317,MVZ 29916,39.606455600000004,-121.67523500000001,9.611,NAD27,,body mass,
1318,MVZ 29917,39.4679347,-121.64929199999999,0.0933,NAD27,,body mass,
1319,MVZ 31304,33.8283609,-116.533406,1.0668,NAD27,,body mass,
1320,MVZ 3148,32.64,-116.78,1.0,NAD27,,body mass,
1321,MVZ 3157,32.715,-117.156,1.0,NAD27,,body mass,
1322,MVZ 3158,32.7,-117.24600000000001,1.0,NAD27,,body mass,
1323,MVZ 3172,33.07,-116.6,1.0,NAD27,,body mass,
1324,MVZ 32380,38.828696,-119.78573700000001,0.80467,NAD27,1554.48,body mass,
1325,MVZ 3441,36.59962,-121.897474,1.609,NAD27,,body mass,
1326,MVZ 34504,40.190526899999995,-122.236143,3.647,NAD27,91.44,body mass,
1327,MVZ 34505,40.190526899999995,-122.236143,3.647,NAD27,91.44,body mass,
1328,MVZ 34506,40.315262700000005,-122.069149,0.425,NAD27,182.88,body mass,717
1329,MVZ 34507,40.315262700000005,-122.069149,0.425,NAD27,182.88,body mass,595
1330,MVZ 34508,40.315262700000005,-122.069149,0.425,NAD27,182.88,body mass,502
1331,MVZ 34509,40.315262700000005,-122.069149,0.425,NAD27,182.88,body mass,645
1332,MVZ 34510,40.315262700000005,-122.069149,0.425,NAD27,182.88,body mass,531
1333,MVZ 34511,40.315262700000005,-122.069149,0.425,NAD27,182.88,body mass,604
1334,MVZ 36612,40.394887,-123.015054,1.109,NAD27,1341.1200000000001,body mass,561.2
1335,MVZ 3939,34.441,-119.26,1.0,NAD27,,body mass,
1336,MVZ 3941,34.2780872,-119.27753899999999,2.414,NAD27,,body mass,
1337,MVZ 4096,37.435739,-122.131845,6.437,NAD27,,body mass,
1338,MVZ 44243,40.6096034,-123.55740800000001,5.646,NAD27,1676.4,body mass,
1339,MVZ 5034,37.724039000000005,-122.45598700000001,0.80467,NAD27,,body mass,
1340,MVZ 51418,35.1939609,-119.29954,1.609,NAD27,88.39200000000001,body mass,551.8
1341,MVZ 51419,35.1939609,-119.29954,1.609,NAD27,88.39200000000001,body mass,590.3
1342,MVZ 55033,36.7055,-119.0741,1.207,NAD27,883.9200000000001,body mass,639.7
1343,MVZ 56873,40.416340000000005,-123.43064,2.7710000000000004,NAD27,1127.76,body mass,406.9
1344,MVZ 56874,40.4163424,-123.41168600000002,0.446,NAD27,609.6,body mass,700
1345,MVZ 58876,40.8748542,-123.731703,4.921,NAD27,1493.52,body mass,
1346,MVZ 59727,40.1656161,-122.80035,0.09495,NAD27,1097.28,body mass,
1347,MVZ 59728,40.1656161,-122.80035,0.09495,NAD27,1097.28,body mass,
1348,MVZ 59729,40.1656161,-122.80035,0.09495,NAD27,1097.28,body mass,
1349,MVZ 59730,40.1656161,-122.80035,0.09495,NAD27,1097.28,body mass,
1350,MVZ 59974,35.427710600000005,-118.49432,1.609,NAD27,1188.72,body mass,569
1351,MVZ 6380,34.8760033,-118.89392,1.609,NAD27,,body mass,
1352,MVZ 64981,36.065444,-117.51506299999998,0.03,NAD27,1744.98,body mass,
1353,MVZ 64982,36.065794,-117.522775,0.03,NAD27,1748.028,body mass,
1354,MVZ 64983,36.075254,-117.516499,0.03,NAD27,1744.98,body mass,
1355,MVZ 65442,41.3814079,-122.374183,4.197,NAD27,1219.2,body mass,
1356,MVZ 65608,36.370134,-121.75093799999999,0.3219,NAD27,1066.8,body mass,
1357,MVZ 66427,35.14612,-119.4559,3.3,NAD27,274.32,body mass,
1358,MVZ 69099,41.9262514,-124.11233600000001,1.8219999999999998,NAD27,,body mass,
1359,MVZ 69101,41.910649400000004,-122.925881,0.624,NAD27,1828.8000000000002,body mass,610
1360,MVZ 69103,41.755840299999996,-122.26858200000001,2.4930000000000003,NAD27,1097.28,body mass,491
1361,MVZ 69104,41.445363799999996,-122.45148700000001,4.635,NAD27,883.9200000000001,body mass,640
1362,MVZ 69105,41.4716,-122.4662,1.239,not recorded,838.2,body mass,610
1363,MVZ 72535,36.5768639,-121.05343,2.01168,NAD27,914.4000000000001,body mass,583
1364,MVZ 72536,36.5768639,-121.05343,2.01168,NAD27,914.4000000000001,body mass,526
1365,MVZ 72537,36.5768639,-121.05343,2.01168,NAD27,914.4000000000001,body mass,643
1366,MVZ 72540,36.4443,-120.6724,1.0,NAD27,579.12,body mass,680
1367,MVZ 74393,39.6501448,-121.601151,0.539,NAD27,,body mass,
1368,MVZ 74395,39.6474268,-121.61882299999999,1.9875,NAD27,,body mass,
1369,MVZ 74396,39.650182,-121.587827,0.539,NAD27,,body mass,
1370,MVZ 77047,34.056,-117.182,1.0,NAD27,,body mass,
1371,MVZ 84338,33.9329862,-116.929282,1.3716,NAD27,685.8000000000001,body mass,
1372,MVZ 85015,33.9622539,-116.929194,1.609,NAD27,868.6800000000001,body mass,
1373,MVZ 85016,33.9622539,-116.929194,1.609,NAD27,868.6800000000001,body mass,
1374,MVZ 85018,33.9622539,-116.929194,1.609,NAD27,868.6800000000001,body mass,
1375,MVZ 85019,33.955290399999996,-116.92919599999999,1.609,NAD27,822.96,body mass,
1376,MVZ 85020,33.9402674,-116.90213999999999,1.609,NAD27,792.48,body mass,
1377,MVZ 85021,33.9099521,-116.593253,0.785,NAD27,274.32,body mass,
1378,MVZ 87972,37.6378422,-121.575969,2.211,NAD27,76.2,body mass,
1379,MVZ 88567,38.2500657,-122.36163300000001,3.9799,NAD27,60.96,body mass,877
1380,MVZ 89625,33.9400561,-116.91905200000001,1.0668,NAD27,822.96,body mass,
1381,MVZ 89626,33.893102,-116.791225,0.762,NAD27,518.1600000000001,body mass,
1382,MVZ 89627,33.893102,-116.791225,0.762,NAD27,518.1600000000001,body mass,
1383,MVZ 90065,33.883,-116.615,1.0,NAD27,365.76,body mass,
1384,MVZ 90651,33.9148653,-116.793425,0.3048,NAD27,548.64,body mass,
1385,MVZ 95402,40.56728,-124.1438,4.149,NAD27,,body mass,
1386,MVZ 96424,41.1017824,-121.51933700000001,1.839,NAD27,1036.3200000000002,body mass,339
1387,MVZ 98962,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,body mass,582
1388,MVZ 98963,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,body mass,635
1389,MVZ 98964,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,body mass,510
1390,MVZ 98965,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,body mass,437.3
1391,MVZ 98966,37.120063,-118.356623,0.03,NAD27,1828.8000000000002,body mass,616.3
1392,MVZ 98968,36.265,-118.0475,1.0,NAD27,1584.96,body mass,
1393,MVZ 98969,36.227779999999996,-118.09050400000001,0.03,NAD27,2286.0,body mass,
1394,MVZ 98972,36.265,-118.0475,1.0,NAD27,1584.96,body mass,
1395,MVZ 99337,36.7875,-118.6604,2.42643,NAD27,1402.0800000000002,body mass,470.9
1396,MVZ 99338,36.7875,-118.6604,2.42643,NAD27,1402.0800000000002,body mass,680.1
1397,MVZ 99529,40.45807,-123.4568,2.93866,NAD27,1524.0,body mass,703
1398,MVZ 99530,40.45807,-123.4568,2.93866,NAD27,1524.0,body mass,638.8
1399,MVZ 99895,34.033609999999996,-117.04222,2.81796,NAD27,594.36,body mass,300
1400,MVZ 99896,34.0172371,-117.182878,2.414,NAD27,579.12,body mass,
1401,MVZ 99897,33.896,-117.054,1.0,NAD27,457.20000000000005,body mass,
1402,MVZ 99900,33.965661,-117.006723,2.414,NAD27,731.52,body mass,
1403,MVZ 99901,33.965661,-117.006723,2.414,NAD27,731.52,body mass,
1404,MVZ 99902,33.965661,-117.006723,2.414,NAD27,731.52,body mass,
1405,MVZ 99903,33.9312071,-117.00013999999999,0.804672,NAD27,762.0,body mass,560
1406,MVZ 99904,33.9312071,-117.00013999999999,0.804672,NAD27,762.0,body mass,450
1407,MVZ 99905,33.9312071,-117.00013999999999,0.804672,NAD27,762.0,body mass,400
1408,MVZ 99906,33.929793200000006,-116.80466399999999,1.609,NAD27,624.84,body mass,660
1409,MVZ 99907,33.929793200000006,-116.80466399999999,1.609,NAD27,624.84,body mass,470
1410,MVZ 99909,33.929793200000006,-116.80466399999999,1.609,NAD27,624.84,body mass,160
1411,MVZ 99910,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,body mass,
1412,MVZ 99911,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,body mass,
1413,MVZ 99912,33.9150671,-116.78444099999999,0.6096,NAD27,548.64,body mass,
1414,MVZ 99913,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,575
1415,MVZ 99914,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,725
1416,MVZ 99915,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,560
1417,MVZ 99916,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,800
1418,MVZ 99917,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,760
1419,MVZ 99918,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,600
1420,MVZ 99919,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,
1421,MVZ 99920,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,
1422,MVZ 99922,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,
1423,MVZ 99923,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,
1424,MVZ 99924,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,
1425,MVZ 99926,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,
1426,MVZ 99927,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,
1427,MVZ 99928,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,
1428,MVZ 99929,33.911516600000006,-116.79643700000001,0.457,NAD27,548.64,body mass,
1429,MVZ 99930,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,body mass,
1430,MVZ 99931,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,body mass,
1431,MVZ 99932,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,body mass,
1432,MVZ 99933,33.9227891,-116.663288,1.3716,NAD27,358.14000000000004,body mass,
1433,MVZ 99934,33.9251,-116.6814,1.0,NAD27,365.76,body mass,
1434,MVZ 99935,33.9251,-116.6814,1.0,NAD27,365.76,body mass,
1435,MVZ 99936,33.9251,-116.6814,1.0,NAD27,365.76,body mass,
1436,MVZ 99937,33.9251,-116.6814,1.0,NAD27,365.76,body mass,
1437,MVZ 99938,33.9251,-116.6814,1.0,NAD27,365.76,body mass,
1438,MVZ 99940,33.8776859,-116.62166100000002,1.609,NAD27,335.28000000000003,body mass,
1439,MVZ 99941,33.8776859,-116.62166100000002,1.609,NAD27,335.28000000000003,body mass,
